algorithm,fit_time,score_time,F1_cv,recall_cv,precision_cv,accuracy_cv,accuracy_val,precision_val,recall_val,f1_val,matthews_corrcoef_val,sensitivity,specificity,encoder,Strategy
LinearDiscriminantAnalysis,0.0102457523345947,0.0067035675048828,0.6258243648336527,0.6294117647058823,0.6344690603514133,0.6294117647058823,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.2727272727272727,0.6363636363636364,0.6363636363636364,plusrnn,Embedding-based
QuadraticDiscriminantAnalysis,0.006351900100708,0.0067153453826904,0.6972935354978699,0.7022058823529411,0.7266004583651642,0.7022058823529411,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.4545454545454545,0.7272727272727273,0.7272727272727273,plusrnn,Embedding-based
SVC,0.0035413265228271,0.0086153507232666,0.8678065261192195,0.8698529411764706,0.8892453951277481,0.8698529411764706,0.6818181818181818,0.6111111111111112,1.0,0.7586206896551724,0.4714045207910317,1.0,0.3636363636363636,plusrnn,Embedding-based
KNeighborsClassifier,0.0006621360778808,0.005287742614746,0.8188888888888888,0.8227941176470587,0.8503403785756726,0.8227941176470587,0.6818181818181818,0.6111111111111112,1.0,0.7586206896551724,0.4714045207910317,1.0,0.3636363636363636,plusrnn,Embedding-based
GaussianNB,0.0011205196380615,0.0043704032897949,0.8674269383866907,0.8698529411764705,0.8920112893642307,0.8698529411764705,0.6818181818181818,0.6111111111111112,1.0,0.7586206896551724,0.4714045207910317,1.0,0.3636363636363636,plusrnn,Embedding-based
DecisionTreeClassifier,0.0167901039123535,0.0042661190032958,0.7723065015479875,0.774264705882353,0.7860741872506578,0.774264705882353,0.5909090909090909,0.5833333333333334,0.6363636363636364,0.6086956521739131,0.1825741858350553,0.6363636363636364,0.5454545454545454,plusrnn,Embedding-based
ExtraTreeClassifier,0.000796890258789,0.0041469097137451,0.8206862745098039,0.8213235294117647,0.830718954248366,0.8213235294117647,0.5909090909090909,0.5714285714285714,0.7272727272727273,0.64,0.1889822365046136,0.7272727272727273,0.4545454545454545,plusrnn,Embedding-based
RandomForestClassifier,0.0908790111541748,0.0183729171752929,0.8572136222910217,0.8580882352941177,0.8715864527629235,0.8580882352941177,0.6818181818181818,0.625,0.9090909090909092,0.7407407407407407,0.408248290463863,0.9090909090909092,0.4545454545454545,plusrnn,Embedding-based
BaggingClassifier,0.0277647495269775,0.0148148536682128,0.8080298786181139,0.8088235294117647,0.8146078431372548,0.8088235294117647,0.8181818181818182,0.7333333333333333,1.0,0.8461538461538461,0.6831300510639732,1.0,0.6363636363636364,plusrnn,Embedding-based
AdaBoostClassifier,0.3353050231933593,0.0080818653106689,0.8334967320261437,0.8338235294117646,0.8432352941176472,0.8338235294117646,0.7727272727272727,0.7142857142857143,0.9090909090909092,0.8,0.5669467095138409,0.9090909090909092,0.6363636363636364,plusrnn,Embedding-based
GradientBoostingClassifier,1.4973614692687989,0.0038226604461669,0.7115546218487395,0.713235294117647,0.7195518207282914,0.713235294117647,0.7272727272727273,0.6923076923076923,0.8181818181818182,0.75,0.4622501635210242,0.8181818181818182,0.6363636363636364,plusrnn,Embedding-based
HistGradientBoostingClassifier,0.06766357421875,0.0053674221038818,0.8084967320261438,0.8088235294117647,0.8182352941176472,0.8088235294117647,0.7272727272727273,0.6666666666666666,0.9090909090909092,0.7692307692307693,0.4879500364742665,0.9090909090909092,0.5454545454545454,plusrnn,Embedding-based
ExtraTrees-ensemble,0.0645976543426513,0.0162545204162597,0.8695579635362917,0.8698529411764706,0.8784313725490197,0.8698529411764706,0.6818181818181818,0.625,0.9090909090909092,0.7407407407407407,0.408248290463863,0.9090909090909092,0.4545454545454545,plusrnn,Embedding-based
XGBClassifier,0.0589152812957763,0.0063923358917236,0.8077605779153766,0.8080882352941178,0.8123109243697479,0.8080882352941178,0.7272727272727273,0.6666666666666666,0.9090909090909092,0.7692307692307693,0.4879500364742665,0.9090909090909092,0.5454545454545454,plusrnn,Embedding-based
LGBMClassifier,0.058851146697998,0.0083657264709472,0.8334967320261437,0.8338235294117646,0.8432352941176472,0.8338235294117646,0.7727272727272727,0.7142857142857143,0.9090909090909092,0.8,0.5669467095138409,0.9090909090909092,0.6363636363636364,plusrnn,Embedding-based
GaussianProcessClassifier,0.0043407917022705,0.0051033496856689,0.7415225077565231,0.7632352941176471,0.8258479755538579,0.7632352941176471,0.6363636363636364,0.5,1.0,0.6666666666666666,0.4629100498862757,1.0,0.4285714285714285,plusrnn,Embedding-based
RidgeClassifier,0.0019429206848144,0.0044022560119628,0.8071995032830944,0.8227941176470589,0.8625705585264407,0.8227941176470589,0.6818181818181818,0.5333333333333333,1.0,0.6956521739130435,0.5163977794943223,1.0,0.5,plusrnn,Embedding-based
LogisticRegression,0.011417531967163,0.0043015003204345,0.7547040192275082,0.7757352941176471,0.8350525210084033,0.7757352941176471,0.6363636363636364,0.5,1.0,0.6666666666666666,0.4629100498862757,1.0,0.4285714285714285,plusrnn,Embedding-based
SGDClassifier,0.0030342578887939,0.0041329860687255,0.8052472243958313,0.8110294117647058,0.8430321883998355,0.8110294117647058,0.7272727272727273,0.5833333333333334,0.875,0.7,0.5002975305232068,0.875,0.6428571428571429,plusrnn,Embedding-based
LinearDiscriminantAnalysis,0.0109068393707275,0.0066791534423828,0.8063047324192836,0.8095588235294116,0.833683155080214,0.8095588235294116,0.8181818181818182,0.7,0.875,0.7777777777777778,0.6383106423916777,0.875,0.7857142857142857,plusrnn,Embedding-based
QuadraticDiscriminantAnalysis,0.0064500331878662,0.0067438602447509,0.736512605042017,0.7389705882352942,0.7688480392156862,0.7389705882352942,0.6818181818181818,0.5714285714285714,0.5,0.5333333333333333,0.295084445425327,0.5,0.7857142857142857,plusrnn,Embedding-based
SVC,0.009154462814331,0.0077338218688964,0.7637620819078619,0.7860294117647059,0.8489261841100075,0.7860294117647059,0.6818181818181818,0.5333333333333333,1.0,0.6956521739130435,0.5163977794943223,1.0,0.5,plusrnn,Embedding-based
KNeighborsClassifier,0.0006647109985351,0.0052948474884033,0.8645021077993214,0.8698529411764706,0.8955825791855203,0.8698529411764706,0.7272727272727273,0.5833333333333334,0.875,0.7,0.5002975305232068,0.875,0.6428571428571429,plusrnn,Embedding-based
GaussianNB,0.0011375427246093,0.0044737339019775,0.779722483398954,0.7985294117647059,0.858891402714932,0.7985294117647059,0.5909090909090909,0.4705882352941176,1.0,0.64,0.4099600308453939,1.0,0.3571428571428571,plusrnn,Embedding-based
DecisionTreeClassifier,0.0172248840332031,0.0043142318725585,0.8072973912911994,0.8102941176470587,0.8203781512605042,0.8102941176470587,0.8636363636363636,0.7272727272727273,1.0,0.8421052631578947,0.7559289460184545,1.0,0.7857142857142857,plusrnn,Embedding-based
ExtraTreeClassifier,0.0009009361267089,0.0042706966400146,0.8453422772617818,0.8455882352941175,0.8514705882352942,0.8455882352941175,0.8636363636363636,0.7777777777777778,0.875,0.8235294117647058,0.7163279717599775,0.875,0.8571428571428571,plusrnn,Embedding-based
RandomForestClassifier,0.0920649051666259,0.0164543151855468,0.8913489039340433,0.8933823529411764,0.906611811391223,0.8933823529411764,0.8181818181818182,0.6666666666666666,1.0,0.8,0.6900655593423543,1.0,0.7142857142857143,plusrnn,Embedding-based
